restaurantNumber,restaurantName,latitude,longitude
2888,Pharr,26.202447,-98.202022
2582,The Palms,26.196019,-98.260688
3363,Santa Fe,35.677824,-105.95296
1698,Paseo del Norte,35.174957,-106.574974
1714,ABQ Uptown,35.108872,-106.568504
1919,Cottonwood,35.204546,-106.649959
2952,UNM,35.080594,-106.616873
2920,Coors Blvd,35.123209,-106.701283
946,Grand Junction,39.083535,-108.588004
3091,Farmington,36.767412,-108.147771
2490,Billings Mid Town,45.78452,-108.55691
1923,George Dieter,31.728847,-106.303825
2675,North El Paso,31.924665,-106.439021
1966,The Fountains,31.77025,-106.371365
2601,Fort Bliss,31.81715,-106.427572
3178,Las Cruces - Telshore,32.314883,-106.743602
1781,UTEP,31.779075,-106.504225
2921,N Mesa Rd,31.834504,-106.545454
3181,West Towne El Paso,31.886287,-106.579146
2318,Bozeman,45.680196,-111.063014
2533,University Mall,40.273105,-111.678158
974,Sugarhouse,40.72576,-111.862008
954,Fort Union,40.62502,-111.85211
2980,400 South,40.75999,-111.869894
953,West Bountiful,40.89078,-111.89262
2532,Murray,40.659756,-111.887707
1104,Sandy,40.562517,-111.890484
2591,Lehi,40.432358,-111.88711
2536,Layton,41.089035,-111.984598
3070,Riverdale Road,41.178646,-111.999059
1542,Flagstaff,35.189819,-111.661772
2623,Sedona,34.86838,-111.762053
1476,Sierra Vista,31.559827,-110.257965
2118,22nd and Harrison,32.205924,-110.790107
2400,Grant and Tanque Verde,32.250253,-110.851532
2590,Oro Valley,32.398646,-110.955784
1273,Park Place Mall,32.221135,-110.867501
85,Grant & Swan,32.250067,-110.890989
421,Campbell Village,32.262371,-110.9441
668,Tucson Mall,32.286145,-110.975659
372,Foothills,32.343582,-111.013367
116,University Square,32.231861,-110.957487
1764,Signal Butte and Baseline,33.379446,-111.600875
2371,Cortaro and I-10,32.354864,-111.091721
3043,I-19 & Irvington,32.16389,-110.989562
1821,Las Sendas,33.467879,-111.683508
3147,Superstition Springs Relo,33.390009,-111.683595
1163,Ritten House,33.256155,-111.638908
698,Power & 202,33.325549,-111.68757
1710,Dana Park,33.379601,-111.755802
357,Thompson Peak,33.622326,-111.873977
3432,Sahuarita,31.90882,-110.98127
3429,Cave Creek,33.79892,-111.96529
3287,Stapley and McKellips,33.451182,-111.802989
1798,SanTan,33.307787,-111.742797
2029,Grayhawk,33.676233,-111.924005
45,92nd & Shea,33.580879,-111.881926
444,Maloney,33.626346,-111.924781
658,Cooper & Baseline,33.377942,-111.807652
1625,Scottsdale Pavilions,33.538759,-111.887645
2507,Prescott Valley,34.57759,-112.363978
112,Hayden & Royal Palm,33.557653,-111.899102
305,Gilbert Town Square,33.329917,-111.790846
2478,Scottsdale and Shea,33.586073,-111.925521
2853,Desert Ridge,33.674754,-111.975293
699,Gilbert & 202,33.281865,-111.788915
2531,Tatum and Bell,33.638244,-111.977417
2535,Alma School Relo,33.389609,-111.856892
1301,Downtown Scottsdale,33.503359,-111.925649
2624,Scottsdale Fashion Square,33.503892,-111.928664
1595,Paradise Valley,33.599546,-111.981773
744,Tempe Marketplace,33.433358,-111.901823
1977,Scottsdale and Thomas,33.479339,-111.925741
742,Alma School & Queen Creek,33.26397,-111.857267
2628,Discovery,33.349748,-111.901478
1208,ASU,33.417977,-111.940362
1322,Rural & Baseline,33.377901,-111.929047
1711,Prescott,34.5466,-112.46938
1718,Chandler Boulevard Shops,33.305291,-111.89993
41,44th & Thomas,33.479711,-111.986121
1450,7th St. & Bell Road,33.639914,-112.067442
1119,Nortera,33.714577,-112.112513
2973,Arcadia Fiesta,33.494946,-112.01464
1427,Casa Grande,32.879117,-111.711079
3170,48th St and Broadway,33.406387,-111.979652
3457,Priest & Elliot Rd,33.347271,-111.964492
543,Camelback,33.510338,-112.046281
2314,Deer Valley Town Center,33.6667,-112.123219
3306,I-17 & Bell,33.640456,-112.112339
26,Chandler Pavilions,33.317395,-111.968776
2495,Missoula,46.892189,-114.039967
2808,Uptown,33.509588,-112.071631
253,Metro Center,33.581565,-112.125103
3399,19th and Bethany,33.524194,-112.098558
2859,Ahwatukee,33.304753,-111.993608
1079,South Mountain,33.377228,-112.029866
1726,Encanto,33.465588,-112.082387
1684,City Scape,33.448066,-112.074525
2511,St. George,37.111886,-113.554494
1768,67th Ave and 101,33.665923,-112.203393
86,59th & Thunderbird,33.611255,-112.184625
1917,Arrowhead Towne Center,33.64196,-112.225341
1448,Northern Crossing,33.55238,-112.185552
734,Arrowhead Fountains,33.636283,-112.234039
916,Happy Valley,33.71146,-112.273076
2049,Laveen,33.379305,-112.169013
1767,Desert Sky,33.479745,-112.219873
2046,Westgate Glendale,33.535113,-112.261964
2457,Maricopa,33.073533,-112.042739
861,99th & McDowell,33.464374,-112.273159
898,Surprise,33.638254,-112.3591
542,Goodyear,33.463832,-112.358647
923,Sundance Town Center,33.438274,-112.55831
2042,Kingman,35.224069,-114.036963
2259,Downtown Boise,43.612686,-116.203084
1624,Boise Towne Square,43.606699,-116.282264
2783,Garden City,43.67125,-116.283004
1997,Meridian,43.624188,-116.353907
1897,Lake Havasu,34.472154,-114.34274
3392,Boulder Hwy and Lake Mead,36.04132,-114.97823
2197,Charleston Commons,36.161965,-115.062415
320,Sunset Station,36.063167,-115.043606
1118,The Cannery,36.240091,-115.116192
2883,North Las Vegas,36.195468,-115.119124
2218,McCarran,36.085349,-115.119382
363,Maryland Parkway,36.106855,-115.136432
2584,Las Vegas North Outlets,36.163692,-115.157955
366,St. Rose,36.003391,-115.110466
3494,Eastern Beltway,36.021659,-115.117152
2393,N Decatur and 215,36.27063,-115.206895
2431,Hughes Center,36.115019,-115.155591
1623,Fashion Show,36.127437,-115.171639
328,Harrah's,36.119496,-115.169679
2240,Venetian Grand Canal,36.121244,-115.171349
2345,Miracle Mile Shops,36.110122,-115.17108
407,Belz,36.056082,-115.171558
1285,Sahara Pavilion,36.143889,-115.207897
2402,Blue Diamond,36.03932,-115.191229
718,Las Vegas Tech Center,36.195524,-115.248116
963,Montecito,36.291124,-115.287372
1138,The Arroyo,36.063658,-115.252112
1207,Ft. Apache,36.144771,-115.297077
2307,Tropicana Beltway,36.098833,-115.295744
1662,Yuma,32.699723,-114.601064
3374,Big Curve,32.671603,-114.624268
1544,Spokane,47.66588,-117.41073
1094,La Quinta,33.708264,-116.283442
2501,Monterey & Dinah Shore,33.801507,-116.387342
1251,Palm Desert,33.728137,-116.403037
1149,Palm Springs,33.80082,-116.521662
1384,Barstow,34.852814,-117.082788
2573,Kennewick,46.221254,-119.223125
3104,Cabazon,33.923284,-116.805493
3041,Banning,33.923427,-116.945623
1091,Jess Ranch,34.470684,-117.245748
1253,Hemet,33.747169,-116.997502
233,Redlands,34.061156,-117.182877
2647,Mountain Grove,34.073997,-117.205073
1907,Hesperia,34.428019,-117.378393
956,San Bernardino,34.069278,-117.261854
1916,Moreno Valley 2,33.93696,-117.26182
2360,North Rialto,34.134814,-117.369287
2955,Perris,33.807429,-117.22663
1229,Menifee,33.684585,-117.174999
1782,Red Hawk,33.481156,-117.096984
2424,Rialto,34.077251,-117.370727
2373,Van Buren & Trautwein,33.890269,-117.324317
2434,Temecula,33.524085,-117.158949
2866,Sierra Lakes,34.138627,-117.441473
1498,Murrieta,33.568334,-117.204661
2317,South Fontana,34.062702,-117.435064
333,Riverside Plaza,33.955624,-117.389371
2092,East Escondido,33.13027,-117.066459
1380,Victoria Gardens,34.110328,-117.535498
2598,Tyler Street,33.90712,-117.458253
3078,North County Mall,33.070584,-117.067422
2677,El Cajon East,32.794776,-116.934923
600,Escondido Promenade,33.112922,-117.101005
1783,The Mills,34.073768,-117.5517
215,Rancho Cucamonga,34.106191,-117.568843
785,Ontario Mills,34.077662,-117.557563
1056,Poway,32.955797,-117.037861
1805,Santee,32.840813,-116.981522
1692,Carmel Mountain,32.979746,-117.082592
1465,Eastvale,33.976619,-117.552862
2034,4S Ranch,33.01985,-117.11079
2156,Colonies Crossroads,34.132404,-117.636583
1636,San Marcos Creekside,33.136349,-117.176569
2610,Corona Crossings,33.82365,-117.516599
487,Norco,33.902633,-117.561865
228,La Mesa,32.773719,-117.026776
2425,Eastlake,32.647173,-116.965518
1943,Corona,33.847626,-117.543809
2346,West Ontario,34.033736,-117.628874
621,Vista Village,33.200862,-117.244681
230,Upland,34.108384,-117.669856
2678,Mission Marketplace,33.245196,-117.290349
1816,Bonita Plaza,32.6455,-117.00216
1512,Montclair Mall,34.087439,-117.689171
2302,Campus Plaza,32.761235,-117.066644
2202,Aztec Student Center,32.77215,-117.07253
2164,Miramar Air Station USMC,32.889094,-117.130978
1640,Del Oro Marketplace,33.205748,-117.288342
235,Mira Mesa,32.91349,-117.14666
2367,La Costa Town Square,33.082,-117.23582
2261,Chino,34.031921,-117.690287
1660,Carlsbad,33.128087,-117.270439
3179,Claremont Promenade,34.079826,-117.719606
222,Encinitas,33.052205,-117.261544
2084,Plaza Bonita Mall,32.656186,-117.065741
1551,La Verne Ctr,34.11209,-117.762289
479,Oceanside,33.181823,-117.331311
2086,Kearny Mesa,32.83185,-117.165123
1773,Flower Hill,32.98137,-117.25013
1770,Carmel Valley,32.937553,-117.23008
1166,Chino Hills,34.000611,-117.731591
1141,Mission Valley,32.768546,-117.148398
1921,Genesee Plaza,32.82193,-117.179085
2133,Chula Vista H Street,32.631549,-117.08836
2269,Pomona,34.033712,-117.756774
2600,National City,32.66044,-117.10509
1744,UTC,32.86972,-117.215469
159,Hillcrest,32.74862,-117.157743
2725,Rancho Santa Margarita,33.639077,-117.594022
107,LaJolla Village Square,32.866529,-117.23165
1635,Downtown San Diego,32.715141,-117.16426
935,Glendora,34.116352,-117.835618
2947,Imperial Beach,32.583756,-117.115149
603,Grosvenor Square,32.751287,-117.205634
3148,Diamond Bar,34.021577,-117.810766
2305,Sparks Marina,39.534118,-119.717792
111,Anaheim Hills,33.868043,-117.748238
199,Pacific Beach,32.799721,-117.2425
1295,Foothill Ranch II,33.679505,-117.668636
829,Walnut,34.027892,-117.833865
1433,Azusa,34.128164,-117.891544
132,Lake Forest,33.637972,-117.680585
1757,Mission Viejo,33.592266,-117.660309
588,The Curve,34.07317,-117.882161
3502,Wenatchee,47.437723,-120.323535
1925,Lancaster South East,34.675176,-118.14733
1924,East Anaheim,33.860571,-117.792008
1683,San Clemente,33.443379,-117.613782
3122,South Meadows,39.438648,-119.759815
3012,Shops at Mission Viejo,33.558168,-117.668539
2941,Crown Valley,33.55954,-117.671355
1096,The Arbor,33.618822,-117.703464
2070,Woodbury Town Center,33.698406,-117.740873
326,Palmdale,34.602263,-118.150175
2146,Reno,39.477388,-119.793014
109,Northpark Plaza,33.723446,-117.771497
2094,West Covina,34.071113,-117.932782
1026,Irvine Spectrum,33.650854,-117.74293
1349,Laguna Niguel,33.56814,-117.708595
1641,El Modena,33.787203,-117.816559
3373,Placentia,33.887513,-117.862942
596,The Village,33.825811,-117.836411
3372,Aliso Viejo,33.5771,-117.72542
1306,Brea,33.911769,-117.882136
2114,Brea Mall,33.915372,-117.887265
1288,Puente Hills Mall,33.991125,-117.924697
472,Tustin,33.745132,-117.814616
1461,Dana Hills,33.493047,-117.69776
2975,Baldwin Park,34.069357,-117.972806
684,Cal State Fullerton,33.874546,-117.890095
3009,Carson City,39.154164,-119.76657
2942,Tustin Legacy,33.7127,-117.8174
2974,Hacienda Valley,34.022073,-117.959604
2074,Huntington Oaks,34.139865,-118.012466
2812,Mae Anne & N McCarran,39.533113,-119.866073
1492,The Crossroads,33.685416,-117.811168
2619,Anaheim Town Square,33.83961,-117.888693
1929,MainPlace Mall,33.773379,-117.866934
2681,Harbor and Orangethorpe,33.859707,-117.923852
2083,Santa Anita,34.135728,-118.049735
2214,Santa Ana College,33.760371,-117.885993
1063,La Habra,33.916839,-117.958823
2116,UC Irvine,33.649611,-117.83931
207,East Pas,34.151701,-118.080225
1657,Whittier,33.944445,-117.994841
805,Bristol Center,33.698363,-117.885057
2062,Anaheim,33.818736,-117.941747
1441,The Bluffs,33.638916,-117.859999
2321,Temple City,34.104598,-118.073861
2227,Santa Ana,33.738685,-117.919629
1771,Rosemead Place,34.074594,-118.072174
3577,PCC II,34.146439,-118.115387
2545,Garden Grove Promenade,33.788829,-117.963191
929,South Lake,34.141626,-118.132084
1812,Santa Fe Springs,33.941085,-118.046197
147,Harbor Center,33.658126,-117.918601
1596,Pico Rivera,34.001219,-118.08428
3132,Brookhurst St,33.714768,-117.954261
2053,Centerpointe,33.858361,-118.030546
229,Fountain Valley,33.687593,-117.954502
2399,Montebello,34.018922,-118.105875
1850,Cypress Center,33.803658,-118.01245
1247,Alhambra II,34.092527,-118.145827
1525,Newport Peninsula,33.615295,-117.930623
1223,La Canada Town Center,34.203616,-118.197853
1176,Beach Blvd.,33.726841,-117.989692
1931,Westminster,33.759406,-118.007543
680,Cerritos,33.872793,-118.064185
1790,ELA City College,34.038421,-118.144575
1920,Seacliff Village,33.680656,-118.004241
2985,Citadel Outlets,34.00544,-118.152899
2374,Eagle Rock,34.138336,-118.214607
3184,Cerritos College Square,33.887361,-118.10232
2657,Los Cerritos,33.860461,-118.092518
737,Downey,33.937825,-118.129544
2446,Promenade at Downey,33.922263,-118.131536
1511,Rossmoor,33.782981,-118.072325
1296,Glendale CA,34.147481,-118.246395
3505,SLT,38.948538,-119.957599
3252,Porterville,36.080804,-119.043424
2500,Brand Blvd.,34.147928,-118.255293
2237,Glendale Galleria,34.145115,-118.259277
2220,Azalea South Gate,33.952508,-118.185617
679,Lakewood Mall,33.85416,-118.141947
2893,Paramount,33.889544,-118.159775
1807,Marina Pacifica,33.759944,-118.114883
3062,Echo Park,34.077065,-118.264695
364,Burbank,34.181214,-118.311737
825,Long Beach,33.790174,-118.138672
1500,Financial District LA,34.047573,-118.256658
3119,City West,34.054121,-118.26264
2988,South Park,34.04196,-118.25862
2238,Huntington Park,33.974481,-118.233506
1913,Koreatown,34.06215,-118.291372
2320,Signal Hill,33.811967,-118.181334
2241,Compton,33.876523,-118.217833
945,USC,34.016993,-118.282559
1521,Toluca Lake,34.15169,-118.343344
1310,Sunset & Vine,34.097366,-118.326368
1128,Golden Valley Ranch,34.394452,-118.462748
1967,Larchmont Village,34.076439,-118.323939
3168,Downtown Long Beach,33.769904,-118.19313
1843,NoHo LA,34.166181,-118.375136
1538,Melrose Place,34.083651,-118.344347
1413,Sunset Boulevard,34.097856,-118.356916
1945,Midtown Crossing,34.048562,-118.3367
2236,San Fernando,34.283559,-118.441346
913,Miracle Mile,34.062163,-118.3502
758,Farmers Market,34.073633,-118.360931
1996,Baldwin Hills,34.013287,-118.336632
2286,Southbay Pavilion,33.846577,-118.263448
1412,Studio City,34.143657,-118.397758
2911,Victory Plaza,34.187098,-118.417114
2461,West Hollywood,34.075866,-118.373895
2711,Mission Hills,34.258332,-118.46692
2361,The Plant,34.215632,-118.448389
2877,Crenshaw Imperial Plaza,33.930747,-118.32554
1960,Gardena Marketplace,33.873496,-118.308833
2093,Fashion Square Mall,34.15663,-118.437435
261,Beverly Hills,34.063337,-118.398891
1569,Valley Glen,34.172335,-118.4483
1778,Little Santa Monica,34.071347,-118.403589
1385,Valencia Towne Center,34.417927,-118.561428
3035,Mt Vernon Bakersfield,35.392307,-118.967837
759,Valencia,34.442702,-118.573836
962,Visalia,36.292309,-119.314342
3094,Ladera Heights,33.978533,-118.370625
1167,Culver City DT,34.023344,-118.394364
1942,Sherman Oaks,34.151531,-118.453641
1681,Granada Hills,34.257778,-118.502046
2095,Century City,34.058179,-118.419647
3011,Fox Hills,33.988136,-118.393006
2212,Culver City Terrace,33.985652,-118.393062
3026,North Hills,34.223654,-118.501814
1876,Culver Crossroads,34.007163,-118.412697
204,Hawthorne,33.90122,-118.373185
2372,Tulare,36.22634,-119.3287
198,Torrance Crossroads,33.801825,-118.328423
1084,UCLA Bruins,34.061111,-118.446169
1675,San Pedro Heights,33.751009,-118.307294
2157,Del Amo Dining Terrace,33.831467,-118.349755
1451,Del Amo,33.834921,-118.352794
2944,Mar Vista,34.022651,-118.439204
629,CS Northridge,34.237497,-118.536423
887,El Segundo,33.91969,-118.39649
1585,Brentwood LA,34.053542,-118.464888
158,Marina Del Rey,33.979147,-118.438326
1746,Nordhoff Plaza,34.234682,-118.555099
1286,Hermosa Beach,33.8654,-118.393478
1705,Tarzana,34.170359,-118.540585
2462,Valley Plaza Food Court,35.337714,-119.035162
1586,Redondo Beach,33.821691,-118.385098
3093,Santa Monica Mid City,34.03211,-118.482879
2583,Rolling Hills Estates,33.776098,-118.375914
260,Bakersfield,35.354548,-119.057057
2185,Chatsworth,34.237531,-118.589083
1392,Santa Monica,34.017789,-118.498916
2068,Bakersfield NW,35.401167,-119.091835
2738,Pacific Palisades,34.046424,-118.524288
1647,Warner Center,34.187781,-118.597917
1789,Topanga,34.189967,-118.602638
1420,Tejon Ranch,34.986516,-118.946312
227,Woodland Hills,34.16985,-118.605267
2099,Gosford Village,35.306519,-119.092532
1588,River Walk Bakersfield,35.352108,-119.119109
2876,Clovis NE,36.837304,-119.682253
912,Clovis,36.80814,-119.69354
3066,Selma,36.576747,-119.631496
1932,Fresno State,36.80834,-119.75357
875,Simi Valley,34.284132,-118.775359
1509,Riverpark Plaza,36.852109,-119.788965
2587,Bend,44.055159,-121.3034
1784,Malibu Village,34.036082,-118.684706
2892,Manchester Mall,36.781636,-119.790074
110,Fig Garden,36.811036,-119.808015
2502,Hanford,36.328886,-119.673091
1272,Westlake Village,34.153706,-118.796529
2739,West Shaw,36.808384,-119.872171
2767,Thousand Oaks,34.182059,-118.884967
706,Newbury Park,34.191179,-118.937736
2648,Madera,36.974449,-120.083937
1842,Camarillo Outlets,34.217281,-119.065521
1964,Oxnard,34.234003,-119.178705
179,Paradise Center,34.264401,-119.212597
1672,Placerville,38.713223,-120.840127
908,Ventura,34.266791,-119.246065
3219,Seabridge,34.188358,-119.222115
1954,Merced II,37.319649,-120.486273
2635,Auburn,38.941045,-121.09611
2878,Sammamish,47.60571,-122.03674
778,Issaquah,47.544317,-122.050326
1953,Folsom 2,38.644985,-121.123267
740,Redmond,47.66742,-122.10316
1364,Crossroads II,47.621977,-122.132214
191,Willowcreek,38.669502,-121.155663
2316,Rocklin Commons,38.804619,-121.206535
2575,Factoria,47.574656,-122.168632
1747,Woodinville,47.754865,-122.155729
2958,Totem Lake,47.710832,-122.180813
290,Granite Bay,38.74307,-121.22751
469,Bellevue,47.613552,-122.199853
2411,Renton,47.477319,-122.216336
2846,Fair Oaks Madison,38.661606,-121.226037
670,Kent,47.385212,-122.234992
1135,Turlock,37.520648,-120.880841
275,Creekside,38.770149,-121.264757
926,Highland Plaza,38.78955,-121.280949
2701,Riverbank,37.711362,-120.958054
2270,Southcenter Mall,47.458545,-122.256103
3166,Smokey Point,48.151763,-122.191354
1144,Southcenter Square,47.449365,-122.260157
2957,Everett,47.90956,-122.22529
2413,Puyallup,47.146695,-122.29231
274,Sunrise,38.672049,-121.272114
1688,La Cumbre,34.439451,-119.74914
2472,Rancho Cordova Rivergate,38.617043,-121.26897
743,Federal Way,47.316374,-122.313817
2264,Alderwood Mall,47.829408,-122.273766
2653,Briggsmore Center,37.670549,-120.994255
2574,U Village,47.66191,-122.29873
2935,Lake City Way,47.72185,-122.29419
688,Lynnwood,47.820543,-122.288939
704,Rancho Cordova,38.594345,-121.28845
578,The Ave.,47.65923,-122.31347
1984,Capitol Hill,47.61333,-122.32094
1083,Northgate,47.706274,-122.326391
1363,DT Seattle,47.610273,-122.337505
2228,South Lake Union,47.62032,-122.33817
1898,Gresham,45.49978,-122.41102
1016,Foothill Farms,38.660209,-121.34706
3388,Oroville,39.497685,-121.574406
1378,Modesto,37.687718,-121.052528
2554,The Junction,47.560124,-122.386411
1459,Goleta,34.429193,-119.869361
1154,Country Club,38.610032,-121.385745
2263,Burlington Blvd.,48.452875,-122.335635
2862,Happy Valley Crossroads,45.426889,-122.488272
796,Mill Plain,45.614025,-122.503591
1741,Tacoma Mall,47.217532,-122.468438
176,Loehmann's Plaza,38.575663,-121.4034
3506,Reynolds Ranch,38.100843,-121.266883
200,Howe & Arden,38.597374,-121.415885
1134,Manteca,37.796344,-121.193043
1556,Lodi,38.116729,-121.302526
2158,East Sacramento,38.557678,-121.436589
2652,205 Commerce,45.620915,-122.55252
2792,Lakewood Town Center,47.162613,-122.520609
2184,Portland Cascade Station,45.5754,-122.564101
137,Laguna Pavilion,38.423214,-121.415578
1362,Clackamas Town Center,45.435528,-122.578969
705,Yuba City,39.142598,-121.629673
2715,Vancouver WA,45.653069,-122.586315
184,Capitol Mall,38.574048,-121.482742
601,Natomas,38.638697,-121.504965
299,Weberstown,37.994695,-121.31342
1998,Chico Mall,39.727558,-121.805007
3227,Tower District,38.561828,-121.491902
3472,DOCO,38.580849,-121.499697
3288,Elk Grove 2 ,38.408353,-121.449199
3162,Del Paso Marketplace,38.655593,-121.524017
1472,Land Park,38.537853,-121.492431
382,Chico,39.734389,-121.835142
2998,Sacramento Delta Shores,38.465631,-121.491166
2387,Park West Stockton,38.05393,-121.3747
2782,SE Belmont,45.516424,-122.655663
440,Lloyd District,45.53406,-122.65828
1405,West Sacramento,38.590036,-121.549661
2382,Hazel Dell,45.677636,-122.666302
2271,Bellis Fair,48.784943,-122.489619
437,Director Building,45.51729,-122.67568
1358,Pearl District,45.53042,-122.68392
701,Portland State,45.50952,-122.68443
2750,West Burnside,45.52336,-122.69096
1645,Kruse Way,45.42049,-122.73911
1015,Nyberg Woods,45.383011,-122.7482
2443,Silverdale,47.663116,-122.696171
2423,Wilsonville,45.303287,-122.766381
846,Washington Square,45.454356,-122.77552
2595,Lacey,47.05788,-122.765236
512,Beaverton,45.4952,-122.80885
2686,Cedar Mill,45.52755,-122.81551
2716,Murray Scholls Center,45.438467,-122.828509
2260,Paso Robles II,35.614792,-120.683402
2333,Sherwood,45.365505,-122.835672
2865,Tracy,37.756684,-121.462711
1646,Santa Maria,34.921297,-120.433025
619,Hillsboro,45.53481,-122.87718
108,E Street,38.544036,-121.741606
2899,Langley,49.112739,-122.672312
2869,Woodburn,45.152299,-122.884101
2700,West Hillsboro,45.53322,-122.935485
1581,Olympia,47.041925,-122.933975
2906,Arroyo Grande,35.12023,-120.601663
936,Redding,40.585387,-122.353979
1708,Madonna Plaza,35.262626,-120.677654
1213,Lancaster Mall Salem,44.94188,-122.9826
2366,Keizer Station,45.010266,-122.998415
2670,Surrey Guildford Mall,49.188636,-122.802242
2858,South Salem,44.89996,-123.03939
1670,Brentwood Lone Tree Plaza,37.961262,-121.748868
2868,Gateway Mall,44.073285,-123.042708
3195,South Medford,42.309175,-122.851611
1304,Coburg Station,44.067698,-123.072377
2594,University of Oregon,44.04473,-123.073896
804,Delta Gateway,38.005509,-121.839451
2078,Livermore,37.699108,-121.741628
2186,Vacaville Nut Tree,38.366921,-121.962349
1947,Medford OR,42.343588,-122.881856
2336,Burnaby Metrotown,49.22611,-123.002441
2137,Gilroy Ca,37.002972,-121.551949
1092,Morgan Hill,37.151203,-121.656045
2687,Livermore Outlets,37.698464,-121.84492
3003,Vancouver Fairview,49.263179,-123.115525
182,Gateway Courtyard,38.261589,-122.058443
1199,Corvallis OSU,44.569086,-123.279173
1875,Vancouver Robson Square,49.281535,-123.121256
2449,Dublin Hacienda,37.705657,-121.890836
2909,West Vancouver,49.327764,-123.139538
3338,Pleasanton,37.658794,-121.898122
1013,Dublin,37.706379,-121.929067
2138,Evergreen,37.331238,-121.812137
3550,Bishop Ranch,37.762318,-121.960951
3183,Todos Santos,37.976754,-122.035452
1572,Concord,37.937408,-122.025467
2258,San Jose Village Oaks,37.248665,-121.802916
221,San Ramon,37.775162,-121.978021
2110,McKee and N. Capitol Ave.,37.371156,-121.844861
1802,Danville,37.823223,-122.004014
2741,Pleasant Hill Center,37.978775,-122.066619
140,Pleasant Hill,37.945873,-122.061647
1864,Salinas,36.716984,-121.653925
1184,Great Mall of America Bay Area,37.413534,-121.896827
309,Walnut Creek,37.895627,-122.061109
3068,San Jose Sun Garden,37.314194,-121.871451
1765,Brokaw North,37.383101,-121.896718
3005,Fremont Warm Springs,37.511047,-121.940733
2048,Martinez,37.994675,-122.105783
3069,San Jose One South Market,37.334998,-121.892604
1025,San Jose Airport,37.370832,-121.916959
1600,Almaden,37.249866,-121.876427
651,Fremont,37.554387,-121.981729
1093,The Alameda,37.33185,-121.908596
2151,Coleman Landings,37.350606,-121.922255
976,Pacific Commons,37.504362,-121.975593
2149,Rivermark,37.394826,-121.946348
1561,At First,37.41622,-121.954959
1590,Lafayette SF,37.893216,-122.118088
2045,Valley Fair Mall,37.32621,-121.94394
1038,Campbell,37.290927,-121.932023
2315,Vallejo,38.13697,-122.215023
2047,Santa Clara,37.352049,-121.960205
1416,Winchester Blvd,37.321714,-121.950513
1107,Camden Park,37.262214,-121.931864
219,Castro Valley,37.695358,-122.076805
3293,Santa Clara Square,37.3775,-121.9736
2415,South Napa,38.285897,-122.274356
1031,Newark,37.551144,-122.051486
1529,Union City,37.602471,-122.069124
1527,Napa,38.321226,-122.306089
1769,Los Gatos,37.235261,-121.963763
1241,Westgate Mall,37.292933,-121.991171
2292,San Leandro,37.723357,-122.15397
279,Cherry Orchard,37.367819,-122.036189
2549,Cupertino Homestead Square,37.337322,-122.036457
211,Cupertino,37.317286,-122.032759
2945,Marina,36.665904,-121.809654
1901,Oakland Hegenberger,37.737989,-122.19751
801,Mountain View,37.421855,-122.096558
1505,Pinole,37.995827,-122.286073
1611,El Monte Center,37.390677,-122.094413
697,Telegraph Ave.,37.868367,-122.258959
1738,Oakland Lakeshore,37.810767,-122.244734
1604,Capitola,36.977912,-121.96625
2703,Berkeley Shattuck,37.868863,-122.26751
1591,Sand City II,36.622639,-121.843659
2544,Oakland Broadway & 30th,37.819104,-122.262346
1206,Alameda Island,37.756135,-122.250143
1265,Palo Alto,37.423923,-122.14322
1899,El Cerrito,37.89921,-122.302302
231,Gilman,37.879525,-122.296172
2384,Alameda Landing,37.786139,-122.281214
1617,Stanford Center,37.444352,-122.170843
1716,Santa Cruz III,36.982583,-122.029336
2150,Monterey,36.596934,-121.894483
135,Del Monte,36.583417,-121.896834
430,Redwood City,37.485816,-122.228957
1174,San Carlos,37.502188,-122.246332
1517,Bridgepointe,37.562558,-122.280633
2028,Bay Meadows,37.544689,-122.291481
1566,50 California,37.794388,-122.397535
2828,SF 400 Howard Street,37.788882,-122.396157
839,525 Market Street,37.7904,-122.399472
138,Art College,37.786995,-122.400208
1857,Sutter and Kearney,37.78968,-122.404021
1460,Metreon,37.784232,-122.403689
1702,San Francisco Centre,37.783787,-122.40696
1230,Union Square,37.786497,-122.40861
2293,SF Geary & Masonic,37.78183,-122.445633
934,Millbrae,37.59665,-122.38617
2187,San Rafael Montecito Plaza,37.96967,-122.516735
2412,Tanforan Food Court,37.637204,-122.417247
1643,Novato,38.105995,-122.569589
1308,San Rafael,38.004794,-122.544694
2059,Petaluma,38.243616,-122.62638
2080,Stonestown Galleria,37.727635,-122.476593
1187,Colma,37.671137,-122.464453
1637,Lakeshore Plaza,37.732506,-122.489986
1102,Daly City,37.701474,-122.482415
1377,Santa Rosa Marketplace,38.417932,-122.712458
2044,Santa Rosa Coddingtown,38.458375,-122.730127
1720,Rohnert Park,38.34733,-122.710127
2746,Ukiah,39.151643,-123.199436
3699,Colindale,51.5819,-0.25906
1755,Baker Street UK,51.520769,-0.15704
1900,Soho Wardour Street,51.515216,-0.135502
1458,Charing Cross,51.514614,-0.129596
1887,St. Martins Lane London,51.510797,-0.127131
1944,Upper Street Islington,51.535469,-0.103685
2526,London Wall,51.517072,-0.087992
3422,King William St,51.511191,-0.087069
2004,La Defense Quatre Temps,48.891335,2.2385
2616,So Ouest,48.892462,2.297324
